PT	UT	PM	DT	LT	TI	FT	AU	CA	BA	BE	PN	AE	DG	PC	PL	SO	SE	PY	PD	VL	IS	PS	BP	EP	LA	ME	CT	CL	CY	SP	AB	C1	EM	RI	OI	U1	U2	CR	NR	TC	Z9	PU	PA	SC	SN	EI	DI	BN	MC	CC	TA	DS	CH	GN	SD	GE	TM	MQ	PR	MI	OA	HC	HP	DA	
J	BCI:BCI200400266017	15024706			Bcl-2 protein in normal, hyperplastic and neoplastic breast tissues. A metabolite of the putative stem-cell subpopulation of the mammary gland		Luna-More, S. (sebastian.luna.sspa@juntadeandalucia.es) ; Weil, B.; Bautista, D.; Garrido, E.; Florez, P.; Martinez, C.									Histology and Histopathology		2004	April 2004	19	2	457-463	457	463							This investigation, though initially designed to examine the possible influence of the Bcl-2 protein on the node-metastasizing capacity of breast carcinomas, was amplified to study the expression of this antiapoptotic protein in normal breast lobules and hyperplastic lesions. We examined paraffin sections of 508 breast carcinomas, stained for Bcl-2, estrogen (ER) and progesterone receptors (PgR) and epithelial membrane antigen, and occasionally for other antigens as well. Only a few cells showing a strong Bcl-2 positivity spotted the tubulo-lobular units of normal resting glands, whereas such cells were relatively numerous in atrophic lobules, and very scarce in the terminally differentiated lactating breast. Columnar and usual types of hyperplasia were exclusively, or almost exclusively, composed of Bcl-2(+), ER(+) and PgR(+) cells. The foci of carcinoma in situ and those of invasive carcinomas were respectively 83% and 66% positive for Bcl-2 in at least 25% of their cells. Even among the invasive carcinomas, Bcl-2(+) cases included 83% and 87% of the ER(+) and PgR(+) cases, respectively (p=0.0001). Though there was a statistically significant inverse relation between Bcl-2 and tumor grade (p=0.0001), no significant association was found between Bcl-2 and lymph node stage. In conclusion, we suggest that normal, hyperplastic and neoplastic breast epithelial cells expressing the anti-apoptotic protein Bcl-2 are immature cells that ought to form part of the stem-cell subpopulation, which is committed to the development and to the maintenance of the normal gland and which gives rise to hyperplastic and neoplastic disorders when its proliferation is deregulated. In ductal proliferative changes Bcl-2 assays may be useful for diagnostic but not for prognostic purposes.														0213-3911																				
J	BCI:BCI200400420806				Frequency of benign and preinvasive breast diseases		Atlaf, Fadwa J. (fadwaaltaf@hotmail.com) ; Abdullah, Lailah S.; Jamal, Awatif A.									Saudi Medical Journal		2004	April 2004	25	4	493-497	493	497							Objectives: The importance of benign proliferative and non-invasive breast lesions as a risk factor preceding the development of invasive mammary carcinoma is well established in the literature. The objective of this study is to estimate the magnitude of benign proliferative diseases as well as mammary intra-epithelial neoplasia in the Western region of the Kingdom of Saudi Arabia (KSA), in order to encourage nationwide breast cancer screening programs for early detection of the high risk proliferative and pre-invasive breast lesions. Methods: We reviewed histopathology records (reports and slides of selected cases) of 2129 breast cases including mastectomies and breast biopsies from January 1985 to December 2002 in King Abdul-Aziz University Hospital and King Khalid National Guard Hospital, Jeddah. KSA. All he cases and diagnosis are listed and reclassified using systematized nomenclature of medicine (SNOMED) coding system and then regrouped based oil the associated risk factors of developing breast carcinoma. Results: Two thousand one hundred and twenty-nine reports were reviewed and 2343 diagnosis were identified as some cases had more than one diagnosis. The total of benign diagnosis were 1504 after exclusion of malignant diagnosis (558), normal breast tissue, gynecomastia, and non-mammary tissue (281). All diagnosis (1504) were reclassified based on anatomical prognostic indicators into non-proliferative (1283/1504), proliferative (140/1504), atypical hyperplasia (AH) (8/1504), and carcinoma ill Situ (CIS) (73/1504). We compare our findings with the literature and we found that the percentage of benign non-proliferative diagnosis was 85.3% that is higher than the literature 69.7%. Proliferative diseases were 9.3% and atypical hyperplasia was 0.5%, which was lower than the literature 26.2% and 3.6%. Oil the other hand, CIS diagnosis was 4.9%, which is Much higher than the reported literature 1.7%. The Study findings could be explained on the basis of higher prevalence of benign breast lesions in Our population, or it is related to the number of cases studied, or to the diagnostic criteria followed initially. Conclusion: These findings should encourage LIS to refine our diagnostic criteria of proliferative diseases, AH and CIS (mammary intraepithelial neoplasia (MIN)). In addition, we strongly encourage a breast cancer screening program, nationwide.														0379-5284																				
J	BCI:BCI200400164300	14700713			Community trends in the early detection of breast cancer in Wisconsin, 1980-1998.		Andersen, LeAnn D.; Remington, Patrick L. (plreming@wisc.edu) ; Trentham-Dietz, Amy; Robert, Stephanie									American Journal of Preventive Medicine		2004	January 2004	26	1	51-55	51	55							Background: Early detection of breast cancer is an important public health goal. Rates of early detection have increased over the past several decades, contributing to recent declines in mortality. Despite these overall trends, however, some populations have experienced less progress than others. Methods: The rates of early detection, measured as the percentage of breast cancers diagnosed as breast carcinoma in situ, were calculated using data from Wisconsin's population-based tumor registry from 1980 to 1998. Trends in breast cancer (percent diagnosed in situ) were examined over time by socioeconomic characteristics of ZIP code of residence, using census data. Results: The percentage of breast cancer cases that were breast carcinoma in situ was more than five times greater in the later period (1994-1998) (13.9%), compared with the early period (1980-1984) (2.6%). In the middle period (1987-1991), breast cancer was diagnosed as breast carcinoma in situ about one-third less frequently among women in areas with the lowest urbanization, median family income, and percent educated beyond high school, compared with communities with the highest levels of these variables. Recently disparities in early detection rates by community income and education indicators declined slightly, whereas disparities in percent of breast carcinoma in situ by urbanization did not. Conclusions: Communities with lower levels of income, education, and urbanization lagged in the early detection of breast cancer during the 1980s and, despite some progress during the 1990s, continue to be underserved. Women in these communities should be targeted for interventions to improve the early detection of breast cancer.														0749-3797		10.1016/j.amepre.2003.09.006																		
J	BCI:BCI200600031469				Surrogate markers of angiogenesis and lymphangiogenesis in ductal breast carcinoma in situ		Wulfing, P.; Kersting, C.; Buerger, H.; Mattsson, B.; Gustmann, C.; Hinrichs, B.; Tio, J.; Boecker, W.; Kiesel, L.									Breast Cancer Research and Treatment		2004		88	Suppl. 1	S143	S143																						0167-6806																				
J	BCI:BCI200400379236	15285294			Carcinoma in situ and early breast carcinoma - Survey of the Portuguese Senology Society on treatment in Portugal and its evolution between 1985 and 2000		de Oliveira, C. F.; Rodrigues, V.; Gervasio, H.; Pereira, J. Moura; Albano, J.; Amaral, N.									European Journal of Gynaecological Oncology		2004		25	4	415-422	415	422							By means of a questionnaire sent to Portuguese hospitals which diagnose and treat most female patients with breast cancer, it was intended to assess the situation regarding the treatment of carcinoma in situ and early breast cancer (T1 or T2, N0 or N1), as well as their evolution between 1985 and 2000. The hospital participation rate was 65% and a sample of 865 patients was collected, distributed by the years 1985, 1990, 1995 and 2000. It was observed that, in terms of surgery, there was an increase in conservative surgery, which was over 40% in 2000, as well as an increase in the average of excised axillary lymph nodes. Progress in the surgical approach was similar both in cancer centres and in large and university hospitals, when compared with the other surveyed hospitals. Also, no differences between these two hospital groups in disease-free survival and overall survival were found. Postoperative radiotherapy was employed in more than 90% of the patients submitted to conservative surgery and adjuvant chemotherapy was used in 39% of all the patients, while tamoxifen as adjuvant treatment was used in 58% of the patients.			Rodrigues, Vitor/S-1470-2016	Rodrigues, Vitor/0000-0003-4174-9061										0392-2936																				
J	BCI:BCI200400101410	14659121			The risk of a contralateral breast cancer among women diagnosed with ductal and lobular breast carcinoma in situ: Data from the Connecticut Tumor Registry.		Claus, Elizabeth B. (elizabeth.claus@yale.edu) ; Stowe, Meredith; Carter, Darryl; Holford, Theodore									Breast		2003	December 2003	12	6	451-456	451	456							Background: Women diagnosed with breast carcinoma in situ are at increased risk for developing a contralateral breast cancer. The magnitude of this risk and the relationship between this risk and age, time since diagnosis, histologic subtype, and treatment for the first breast cancer is continuing to be defined. Methods: The risk of developing a contralateral breast cancer is examined among 4198 women diagnosed with breast carcinoma in situ and reported to the Connecticut Tumor Registry (CTR) between January 1, 1975 and March 14, 1998 using Kaplan-Meier estimation. A Cox proportional hazards model is used to assess the effect of surgical treatment, radiation therapy, age at diagnosis, race, histology, marital status, anatomic location within the breast, and time since diagnosis upon this risk. Results: The cumulative 5- and 10-year probabilities of being diagnosed with a contralateral breast cancer among women initially diagnosed with a ductal breast carcinoma in situ (DCIS) were 4.3% (95% confidence interval, 3.6-5.0%) and 6.8% (95% confidence interval, 5.5-8.2%), respectively. These risks are 3.35 times greater than those for women without a history of breast cancer but are similar to those for women diagnosed with non-metastatic invasive ductal carcinomas of the breast. The cumulative 5- and 10-year probabilities of being diagnosed with a contralateral breast cancer among women initially diagnosed with a lobular breast carcinoma in situ (LCIS) were 11.9% (95% confidence interval, 9.5-14.3%) and 13.9% (95% confidence interval, 11.0-16.8%), respectively. Conclusions: Women diagnosed with LCIS were 2.6 (95% confidence interval, 2.0-3.4%) times more likely than women with DCIS to be diagnosed with a contralateral breast cancer within the first six months of the first breast primary. The risk of developing a contralateral breast cancer more than 6 months after the initial breast cancer was independent of surgical or radiation therapy, time since diagnosis, age at diagnosis, histology, race, marital status, or anatomic location of the cancer within the breast.														0960-9776		10.1016/S0960-9776(03)00152-8																		
J	BCI:BCI200400119574	14601085			Lifetime recreational exercise activity and risk of breast carcinoma in situ.		Patel, Alpa V.; Press, Michael F.; Meeske, Kathleen; Calle, Eugenia E.; Bernstein, Leslie (lbern@usc.edu)									Cancer		2003	November 15, 2003	98	10	2161-2169	2161	2169							BACKGROUND: The incidence rates of breast carcinoma in situ (BCIS) have increased dramatically over the past two decades, primarily because of increased mammography screening. Ductal carcinoma in situ, which accounts for approximately 85% of BCIS and 10-20% of all breast carcinomas, is generally recognized as the final step in the progression to invasive disease. To the authors' knowledge, few studies have been conducted to date to evaluate BCIS risk factors. Because of its potential effects on circulating sex hormones, physical activity has been proposed as a modifiable risk factor for invasive breast carcinoma. However, the relation to BCIS risk is poorly understood. METHODS: The authors analyzed data from a population-based case control study conducted in Los Angeles County. Personal interviews were conducted with 567 white and black women (age range, 35-64 years) who had been newly diagnosed with BCIS between march 1, 1995 and May 31, 1998 and with 1026 control subjects, of whom 616 were screened within 2 years of identification. RESULTS: After excluding unscreened control subjects (n=410) and adjusting for potential confounding factors, the risk of BCIS was approximately 35% lower among women with any exercise activity compared with inactive women, although no significant trend was observed. The association between exercise activity and the risk of BCIS was modified by a family history of breast carcinoma. No reduction in risk was observed among women reporting a first-degree family history of breast carcinoma (homogeneity of trends P value=0.02). CONCLUSIONS: The findings of the current study suggest that exercise activity may modify the risk of BCIS, particularly among women without a family history of breast carcinoma.														0008-543X		10.1002/cncr.11768																		
J	BCI:BCI200400098818	14652818			Heterogeneous versus homogeneous genetic nature of multiple foci of in situ carcinoma of the breast.		Volante, Marco; Sapino, Anna; Croce, Sabrina; Bussolati, Gianni									Human Pathology		2003	November 2003	34	11	1163-1169	1163	1169							The vast majority of in situ breast cancers represent focal lesions all derived from a single clone and requiring local treatment alone. We focused our attention on rare cases of multicentric in situ carcinomas affecting different quadrants, which required mastectomy. Defining the origin from single- or multiple-cell clones of separate independent neoplastic foci in the breast may be of pathogenetic interest and of importance in deciding the type of therapy to be administered. We employed a molecular assay based on loss of heterozygosity (LOH) and human androgen receptor assay (HUMARA) analysis of microdissected samples from 19 mastectomies. Two or more tissue samples were obtained from 7 patients with multicentric lobular in situ carcinoma (LCIS), either classical or large-cell variety; and 12 patients with multicentric ductal in situ carcinomas (DCIS), either low-grade (7 cases) or high-grade (5 cases) variety. Separate foci of high-grade (comedonic) DCIS were found to be monoclonal in nature. On the contrary, definite evidence favoring the origin from different cell clones of separate carcinomatous foci within the same breast was obtained in 2 cases of low-grade DCIS and in 6 cases of LCIS. A genetic imbalance might be the factor favoring the development of multifocal heterogeneous foci of in situ breast cancer. Such a small subgroup of in situ cancers affecting diffusely the entire breast and originating from independent foci presents both clinical and pathogenetic interest.			Sapino, Anna/J-4113-2018	Sapino, Anna/0000-0003-3542-9571										0046-8177		10.1053/j.humpath.2003.07.011																		
J	BCI:BCI200400021167				Intraepithelial neoplasia: Target for prevention.		Levin, Bernard									Journal of Nutrition		2003	November 2003	133	11S-I	3850S	3850S																						0022-3166																				
J	BCI:BCI200300549185	14572155			Oral contraceptives and the risk of ductal breast carcinoma in situ.		Claus, Elizabeth B. (claus@biomed.med.yale.edu) ; Stowe, Meredith; Carter, Darryl									Breast Cancer Research and Treatment		2003	September 2003	81	2	129-136	129	136							Recent evidence suggests that oral contraceptive use is associated with little to no increased risk of invasive breast carcinoma. No study has examined the relationship between oral contraceptive use and the risk of non-invasive breast carcinoma, that is, breast carcinoma in situ. Objective. To define the role of oral contraceptive use in the development of breast carcinoma in situ. Methods. The data are 875 ductal carcinoma in situ (DCIS) cases diagnosed among residents of the state of Connecticut from September 15, 1994 to March 14, 1998 and between the age of 20 and 79 years as well as 999 control subjects. Controls are female Connecticut residents collected via random-digit-dial and frequency matched to the cases by 5-year age intervals. Telephone interviews were used to collect information on risk factors and cancer screening history. Logistic regression was used to provide maximum likelihood estimates of the odds ratios (OR) with 95% confidence intervals (95% CI). Results. The risk of being diagnosed with DCIS for women who had ever used oral contraceptives was not increased relative to women who had never used them (OR: 1.0, 95% CI: 0.8, 1.2). The risk did not significantly increase with duration of oral contraceptive use, nor with duration of high estrogen use, time since last use, progestin or estrogen type, or age at first use. Furthermore, the association between oral contraceptive use and DCIS risk did not vary by the presence of a family history of breast cancer or by menopausal status. Conclusions. In these data, no evidence was found for an increased risk of ductal carcinoma in situ associated with the use of oral contraceptives.														0167-6806		10.1023/A:1025728524310																		
J	BCI:BCI200300533180				p63 expression in benign and malignant breast lesions.		Nonni, A.; Stefanou, D.; Batistatou, A.; Arkoumani, E.; Agnantis, N. J.									Virchows Archiv		2003	September 2003	443	3	307	307																						0945-6317																				
J	BCI:BCI200300498469				Detecting breast carcinoma in situ by serum proteomic analysis using ProteinChip(R) arrays and SELDI-mass spectrometry.		Li, Jinong; White, Nicole; Zhang, Zhen; Rosenzweig, Jason; Orlandi, Rosaria; Seregni, Ettore; Morelli, Daniele; Yu, Yinhua; Davidson, Nancy E.; Chan, Daniel W.									Proceedings of the American Association for Cancer Research Annual Meeting		2003	July 2003	44		1144-1145	1144	1145																					0197-016X																				
J	BCI:BCI200300342794				Lifetime recreational physical activity and risk of breast carcinoma in situ.		Patel, A. V.; Press, M. F.; Meeske, K.; Calle, E. E.; Bernstein, L.									American Journal of Epidemiology		2003	June 1, 2003	157	11 Supplement	S26	S26																						0002-9262																				
J	BCI:BCI200300197533	12670886			Hypoxia promotes a dedifferentiated phenotype in ductal breast carcinoma in situ.		Helczynska, Karolina; Kronblad, Asa; Jogi, Annika; Nilsson, Elise; Beckman, Siv; Landberg, Goran; Pahlman, Sven (sven.pahlman@molmed.mas.lu.se)									Cancer Research		2003	April 1, 2003	63	7	1441-1444	1441	1444							In cultured neuroblastoma cells, hypoxia induces a dedifferentiated phenotype. We tested whether hypoxia-induced dedifferentiation also occurs in vivo in mammary ductal carcinoma in situ with its well-defined lesions and distinct areas of necrosis. Ductal carcinoma in situ cells surrounding the central necrosis have high hypoxia inducible factor-1alpha protein levels, down-regulated estrogen receptor-alpha, and increased expression of the epithelial breast stem cell marker cytokeratin 19; lose their polarization; and acquire an increased nucleus/cytoplasm ratio, hallmarks of poor architectural and cellular differentiation. The hypoxia-induced changes were confirmed in cultured breast cancer cells. We propose that hypoxia-induced dedifferentiation is a mechanism that promotes tumor progression in breast cancer.														0008-5472																				
J	BCI:BCI200300163668	12611452			Family history of breast and ovarian cancer and the risk of breast carcinoma in situ.		Claus, Elizabeth B. (claus@biomed.med.yale.edu) ; Stowe, Meredith; Carter, Darryl									Breast Cancer Research and Treatment		2003	March 2003	78	1	7-15	7	15							A family history of breast cancer is an important risk factor for breast carcinoma in situ (BCIS), however, there are no detailed analyses of its variation in effect by number, type, laterality or age at onset of affected relatives nor by association with ovarian cancer. In addition, the role of the breast cancer susceptibility genes, BRCA1 and BRCA2, in the development of BCIS is unclear. Objective: To better define the role of: (1) a family history of breast and ovarian cancer and (2) the cancer susceptibility genes, BRCA1 and BRCA2, in the development of BCIS. Methods: The data are 875 ductal carcinoma in situ (DCIS) and 123 lobular carcinoma in situ (LCIS) cases diagnosed among residents of the state of Connecticut from September 15, 1994 to March 14, 1998 and between the age of 20 and 79 years. Controls (n=999) are female Connecticut residents collected via random-digit-dial and frequency matched to the cases by 5-year age intervals. Telephone interviews were used to collect information on risk factors and cancer screening history. Logistic regression was used to provide maximum likelihood estimates of the odds ratios (OR) with 95% confidence intervals (95% CI). The probability of being a BRCA1 and/or BRCA2 gene carrier was calculated for each case and control, using family history of breast and ovarian cancer, age/age at diagnosis for relatives, prevalence and penetrance data for BRCA1/BRCA2, and self-report of Jewish heritage. Results: Cases with DCIS or LCIS were significantly more likely to report a first degree family history of breast cancer (OR: 1.6, 95% CI: 1.3, 2.1 and 1.8, 95% CI: 1.2, 2.9, respectively) than were controls. In addition, DCIS cases were 2.4 (95% CI: 0.8, 7.2) times more likely than controls to report both an affected mother and sister. An inverse association was suggested between age at onset and DCIS risk with cases aged 49 years or younger at 2.1 (95% CI: 1.3, 3.4) times the risk of controls (95% CI) versus 1.5 (95% CI: 1.1, 2.0) for cases older than 49 years. An elevated risk of DCIS was associated with a family history of ovarian cancer but did not reach statistical significance (OR: 1.3, 95% CI: 0.7, 2.5). Approximately 3.7% and 1.9% of DCIS cases were predicted to carry a mutation in BRCA1 and BRCA2, respectively. Conclusions: A family history of breast cancer is associated with an increased risk of DCIS and LCIS, particularly among women with multiple relatives affected at early ages. Statistical risk models predict a low prevalence rate of BRCA1 and BRCA2 in DCIS; these estimates await confirmation through laboratory testing.														0167-6806		10.1023/A:1022147920262																		
J	BCI:BCI200300258763				Regulation of angiogenic factors in DMBA-induced rat mammary pathologies.		Yan, Mei (yanmi@uc.edu) ; Gear, Robin (gearrb@uc.edu) ; Schneider, Joanne (schneiju@uc.edu) ; Lu, Fengxian (fuln@uc.edu) ; LaDow, Kathy (ladowkd@email.uc.edu) ; Warshawsky, David (warshad@uc.edu) ; Heffelfinger, Sue C. (heffelsc@uc.edu)									FASEB Journal		2003	March 2003	17	4-5	Abstract No. 418.4									Introduction: In the DMBA model of rat mammary carcinogenesis microvascular density increases step-wise with progression from normal to invasive disease, but the regulation of this process is unknown.Material and methods: Three months post-DMBA exposure, rat mammary tissues and tumors were isolated and characterized histologically as normal, intraductal hyperplasia, carcinoma in situ (CIS), or invasive carcinoma (INV). From whole tissue sections we analyzed RNA for VEGF, BFGF, TNF-alpha, MMP9, MMP2, MASPIN, IGF-1, IGF-2, TSP-1 and TIMP-1 by RT-PCR. VEGF expression was further analyzed in the stroma vs. the epithelium using laser capture microdissection and semi-quantitative RT-PCR. Results: The number of positive cases was increased for MMP9, MMP2, and BFGF in CIS and INV, relative to earlier stages of progression. TNF-alpha was decreased at this stage and the other factors were unchanged. VEGF was ubiquitously expressed throughout progression, with a significant (three-fold) increase in mean level of expression in INV in both the epithelium and the stroma.Conclusions: The expression of angiogenic regulators varies, dependent upon stage of progression. Agents to block angiogenesis may function in a stage-specific fashion.These studies were funded by the NCI (R01-CA82996).														0892-6638																				
J	BCI:BCI200300251809				Mammographic density and obesity as risk factors for invasive breast cancer following ductal carcinoma in situ (DCIS).		Dignam, J.; Habel, L.; Land, S.; Julian, T.; Fisher, B.; Wolmark, N.									Breast		2003	February 2003	12	Supplement 1	S18	S18																						0960-9776		10.1016/S0960-9776(03)80047-4																		
J	BCI:BCI200400075523				High risk lobular lesions diagnosed at vacuum-assisted biopsy: Results at surgical excision.		Copit, D. S.; Brown, K. J.; Summnerton, S. L.									Breast Cancer Research and Treatment		2003		82	Supplement 1	S45	S45																						0167-6806																				
J	BCI:BCI200300126172				Accuracy of core needle biopsy diagnosis in assessing papillary breast lesions: Histologic predictors of malignancy.		Ivan, D.; Selinko, V.; Sahin, A. A.; Sneige, N.; Middleton, L. P.									Modern Pathology		2003	January 2003	16	1	34A	34A																						0893-3952																				
J	BCI:BCI200300126220				E-Cadherin in pleomorphic lobular carcinoma in situ and indeterminant carcinoma in-situ of breast.		Qureshi, H. S.; Divine, G.; Linden, M. D.; Raju, U.									Modern Pathology		2003	January 2003	16	1	44A	44A																						0893-3952																				
J	BCI:BCI200300126225				Use of myoepithelial marker p63 in breast pathology.		Rivera, M.; Chen, X.; Hoda, S. A.									Modern Pathology		2003	January 2003	16	1	45A	45A																						0893-3952																				
J	BCI:BCI200300082270				Hypoxia-induced phenotypical changes in ductal breast carcinoma in situ.		Helczynska, K. A.; Kronblad, A.; Jogi, A.; Landberg, G.; Pahlman, S.									Breast Cancer Research and Treatment		2002	December 2002	76	Supplement 1	S146	S146																						0167-6806																				
J	BCI:BCI200300046855	12459354			Correlation of clinical and pathologic features with outcome in patients with ductal carcinoma in situ of the breast treated with breast-conserving surgery and radiotherapy.		Rodrigues, Neesha; Carter, Darryl; Dillon, Deborah; Parisot, Nicole; Choi, Doo Ho; Haffty, Bruce G. (bruce.haffty@yale.edu)									International Journal of Radiation Oncology Biology Physics		2002	December 1, 2002	54	5	1331-1335	1331	1335							Purpose: Although breast-conserving surgery followed by radiotherapy (RT) has become a standard treatment option for patients with ductal carcinoma in situ of the breast, risk factors for ipsilateral breast tumor recurrence (IBTR) in these patients remain an active area of investigation. The purpose of this study was to evaluate the impact of clinical and pathologic features on long-term outcome in a cohort of DCIS patients treated with breast-conserving surgery plus RT. Methods and Materials: Between 1973 and 1998, 230 patients with DCIS were treated with breast-conserving surgery plus RT at our institution. All patients were treated by local excision followed by RT to the breast to a total median tumor bed dose of 64 Gy. Adjuvant hormonal therapy was used in only 20 patients (9%). All available clinical, pathologic, and outcome data, including ipsilateral and contralateral events, were entered into a computerized database. The clinical and pathologic variables evaluated included detection method, mammo- graphic appearance, age, family history, histologic subtype, presence of necrosis, nuclear grade, final margin status, and use of adjuvant hormonal therapy. Results: As of December 15, 2000, with a median follow-up of 8.2 years, 17 patients had developed a recurrence in the ipsilateral breast, resulting in a 5- and 10-year IBTR rate of 5% and 13%, respectively. Contralateral breast cancer developed in 8 patients, resulting in a 10-year contralateral recurrence rate of 5%. Patient age, family history, histologic subtype, margin status, and tumor grade were not significantly associated with recurrence on univariate analysis. A significantly higher rate of local relapse was observed in patients with the presence of necrosis. The 10-year relapse rate was 22% in 88 patients with necrosis compared with 7% in 142 patients without necrosis (p <0.01). In multivariate analysis, the presence of necrosis remained a significant predictor of local relapse. No breast relapses occurred among the 8 patients with positive margins, and three relapses developed among 21 patients with close margins. The rate of IBTR in those with close/positive margins did not differ from the rate in those with negative or unknown margins. It is also notable that none of the 20 patients treated with adjuvant tamoxifen had developed IBTR or a contralateral event to date, although the follow-up on this group was still too short to reach significance. Conclusion: In this cohort of uniformly treated patients with a relatively long follow-up, the presence of necrosis was a significant predictor of local relapse. However, positive or close margin status was not a significant predictor of local relapse. Although none of the patients receiving tamoxifen had a recurrence in the ipsilateral or contralateral breast, longer follow-up is required to assess the effect of tamoxifen on these end points.														0360-3016		10.1016/S0360-3016(02)03747-1																		
J	BCI:BCI200200576202	12354814			Multiple fibroadenomas harbouring carcinoma in situ in a woman with a family history of breast/ovarian cancer		Kuijper, A.; Preisler-Adams, S. S.; Rahusen, F. D.; Gille, J. J. P.; van der Wall, E.; van Diest, P. J.									Journal of Clinical Pathology (London)		2002	October, 2002	55	10	795-797	795	797							A 46 year old woman with a family history of breast and ovarian cancer presented with multiple fibroadenomas in both breasts. From three fibroadenomas removed from the left breast carcinoma in situ (CIS) had developed. One fibroadenoma gave rise to ductal CIS, whereas the other two harboured lobular CIS. This is the first report of three fibroadenomas simultaneously giving rise to CIS. In addition, synchronous fibroadenomas harbouring different types of CIS from one fibroadenoma to the other have never been described. Direct sequencing revealed a mutation (5075GfwdarwA) in the BRCA1 gene, but retention of BRCA1 immunohistochemical staining and no loss of heterozygosity at the BRCA1 locus by polymerase chain reaction made a pathogenic mutation in BRCA1 unlikely. Furthermore, in this family no cosegregation of breast cancer with this BRCA1 mutation was seen. Indeed, this mutation is now regarded as a polymorphism. This case stresses the need for histological evaluation of all breast masses in women with a strong positive family history for breast and/or ovarian cancer.														0021-9746		10.1136/jcp.55.10.795																		
J	BCI:BCI200200450391	12118344			DNA content and cell number determination in microdissected samples of breast carcinoma in situ		Blumenstein, Robert; Dias, Margarida; Russo, Irma H.; Tahin, Quivo; Russo, Jose									International Journal of Oncology		2002	August, 2002	21	2	447-450	447	450							Paraffin-embedded tissue (PET) is the specimen of choice for the histopathological diagnosis of cancer. PET has become a valuable resource for correlating cellular phenotype and genotype in microdissected lesions. A definitive improvement in this field has been the development of infrared laser capture microdissection (LCM), which yields homogeneous populations of cells for DNA extraction and in vitro amplification by polymerase chain reaction (PCR). We report here a photographic and fluorescent technique for determining the number of nuclei and concentration of DNA obtained respectively by laser capture microdissection from paraffin-embedded breast cancer tissue. Breast biopsies containing carcinoma in situ were serially sectioned, mounted on plain glass slides and tumor cells were microdissected using a laser capture microscope. The DNA was extracted in digestion buffer and used directly as a template for PCR. In our protocols, each capture contained 21+-5.4 nuclei with a DNA concentration of 115+-5.3 pg. Also, a linear relationship was found between number of captures and DNA content (R2=0.9995). These results represent a novel contribution for a more precise correlation between phenotypic and genotypic diversity in cancer cells studied from microdissected paraffin-embedded tissue.														1019-6439																				
J	BCI:BCI200200428850	12160327			Ductal carcinoma in situ of the breast: A new phenotype classification system and its relation to prognosis		Warnberg, F.; Casalini, P.; Nordgren, H.; Bergkvist, L.; Holmberg, L.; Menard, S.									Breast Cancer Research and Treatment		2002	June, 2002	73	3	215-221	215	221							In a study of invasive breast cancer, multiple correspondence analysis (MCA) revealed clustering of eight pathobiological variables. Two different phenotypes were distinguished by an index calculated on the basis of the variables (histologic grade, necrosis, lymphoid infiltration, number of mitosis and expression of c-erbB-2, p53, progesterone receptor and Bcl-2). Phenotype A lesions share most of the features of normal breast tissue. Phenotype B looks more malignant, has a higher early recurrence rate and is more frequently seen in younger patients. Our aim was to see if ductal breast carcinoma in situ (DCIS) could be divided into the same phenotypes. One hundred and eighty DCIS were investigated. Association between the eight variables was studied in 2X2 models. The phenotype index was calculated by summing weights for the variables in the MCA. All variables were associated, except Bcl-2. DCIS was divided in two phenotypes. Thirty-three tumours were Phenotype A and 147 Phenotype B. The mean age at diagnosis was 65.5 and 58.4 years for Phenotypes A and B, respectively (p=0.0012). No difference regarding local relapse free survival was seen. Two phenotypes were distinguished in DCIS, similar to invasive breast cancer. In an earlier study, 45% of the invasive cancers were classified as Phenotype B. In this study, 82% of DCIS were Phenotype B. This may indicate that invasive breast cancer of Phenotype B is derived from DCIS of Phenotype B. The distribution of DCIS phenotypes with a small proportion of Phenotype A DCIS may be due to that Phenotype A DCIS is less likely to be detected by mammography, or that some invasive breast cancers of Phenotype A progress to invasiveness without passing the in situ phase.														0167-6806		10.1023/A:1015816406078																		
J	BCI:BCI200200334052	12173319			Proceedings of the consensus conference on the role of sentinel lymph node biopsy in carcinoma of the breast, April 19-22, 2001, Philadelphia, Pennsylvania		Schwartz, Gordon F.; Giuliano, Armando E.; Veronesi, Umberto; Consensus Conference Committee									Cancer		2002	May 15, 2002	94	10	2542-2551	2542	2551											Doherty, Gerard/0000-0002-1685-9552										0008-543X		10.1002/cncr.10539																		
